new_header	new_type	legacy_type	file	line	matched_pattern	text
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	801	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	920	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, config_path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	921	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.SaveIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	922	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1112	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, config_path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1113	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.SaveIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1114	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1365	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, config_path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1366	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.SaveIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1367	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1612	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, config_path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1613	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.SaveIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/client_world_package_safety_integration_test.cpp	1614	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	37	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({});
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	38	\b(?:karma::)?common::config::ConfigStore\b	"if (!karma::common::config::ConfigStore::Set(""server.clients.Max"", 20)"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	39	\b(?:karma::)?common::config::ConfigStore\b	"|| !karma::common::config::ConfigStore::Set(""community.Enabled"", true)"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	40	\b(?:karma::)?common::config::ConfigStore\b	"|| !karma::common::config::ConfigStore::Set(""community.ServerUrl"", ""http://localhost:8080"")"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	41	\b(?:karma::)?common::config::ConfigStore\b	"|| !karma::common::config::ConfigStore::Set(""community.HeartbeatIntervalSeconds"", 5)"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	42	\b(?:karma::)?common::config::ConfigStore\b	"|| !karma::common::config::ConfigStore::Set(""community.AdvertiseHost"", """")) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/community_heartbeat_integration_test.cpp	49	\b(?:karma::)?common::config::ConfigStore\b	heartbeat.configureFromConfig(karma::common::config::ConfigStore::Merged(),
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	92	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(suffix));
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	93	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""server.startupEvents"", startup_events);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	97	\b(?:karma::)?common::config::ConfigStore\b	return karma::common::config::ConfigStore::Set(
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	155	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(suffix));
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	156	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""server.network.TransportBackend"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	158	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.ChannelCount"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	160	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.DefaultBackend"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	162	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.MaxClients"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	164	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.FirstClientId"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	166	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.BindHost"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	168	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.enet.ReliableChannel"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	170	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.enet.IncomingBandwidthBytesPerSec"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	172	\b(?:karma::)?common::config::ConfigStore\b	"&& karma::common::config::ConfigStore::Set(""server.network.transport.enet.OutgoingBandwidthBytesPerSec"","
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	223	\b(?:karma::)?common::config::ConfigStore\b	"karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(""join-fallback-prefix""));"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	252	\b(?:karma::)?common::config::ConfigStore\b	"karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(""join-fallback-missing-prefix""));"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/server_net_contract_test.cpp	283	\b(?:karma::)?common::config::ConfigStore\b	"karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(""join-fallback-invalid-prefix""));"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	55	\b(?:karma::)?common::config::ConfigStore\b	karma::common::config::ConfigStore::Initialize({}, MakeTestConfigPath(prefix, suffix));
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	56	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.SaveIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	57	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""client.config.MergeIntervalSeconds"", 5.0);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	58	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""server.network.ChannelCount"", 2);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	59	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""server.network.transport.MaxClients"", 50);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/tests/support/loopback_harness.hpp	60	\b(?:karma::)?common::config::ConfigStore\b	"(void)karma::common::config::ConfigStore::Set(""server.network.transport.FirstClientId"", 2);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/config.cpp	15	\b(?:karma::)?common::config::ConfigStore\b	const auto* value = karma::common::config::ConfigStore::Get(path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/render_scale.cpp	14	\b(?:karma::)?common::config::ConfigStore\b	const uint64_t revision = karma::common::config::ConfigStore::Revision();
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	16	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""render.brightness"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	20	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Erase(""render.brightness"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	28	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""graphics.VSync"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	36	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.RenderScale"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	40	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Erase(""ui.RenderScale"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	44	\b(?:karma::)?common::config::ConfigStore\b	"if (const auto *value = karma::common::config::ConfigStore::Get(""client.Language"")) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	53	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""client.Language"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	57	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Get(""gui.communityCredentials"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	61	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""gui.communityCredentials"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	65	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Erase(""gui.communityCredentials"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	69	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::GetCopy(""keybindings"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	73	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""keybindings"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	77	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Erase(""keybindings"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	81	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::GetCopy(""gui.keybindings.controller"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	85	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""gui.keybindings.controller"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	89	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Erase(""gui.keybindings.controller"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	129	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.scoreboard"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	133	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.chat"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	137	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.radar"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	141	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.fps"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	145	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.crosshair"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	150	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.backgroundColor"", array);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	155	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.textColor"", array);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/config/ui_config.cpp	159	\b(?:karma::)?common::config::ConfigStore\b	"return karma::common::config::ConfigStore::Set(""ui.hud.textScale"", value);"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/controllers/bindings_controller.cpp	52	\b(?:karma::)?common::config::ConfigStore\b	if (!karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/controllers/bindings_controller.cpp	174	\b(?:karma::)?common::config::ConfigStore\b	if (!karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/core/system.cpp	21	\b(?:karma::)?common::config::ConfigStore\b	const uint64_t revision = karma::common::config::ConfigStore::Revision();
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/fonts/console_fonts.cpp	16	\b(?:karma::)?common::config::ConfigStore\b	"if (const auto *extras = karma::common::config::ConfigStore::Get(""assets.hud.fonts.console.Extras"")) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/imgui/console/console.cpp	40	\b(?:karma::)?common::config::ConfigStore\b	const auto *value = karma::common::config::ConfigStore::Get(path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/imgui/console/console.cpp	282	\b(?:karma::)?common::config::ConfigStore\b	const uint64_t revision = karma::common::config::ConfigStore::Revision();
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/imgui/console/panels/panel_settings.cpp	50	\b(?:karma::)?common::config::ConfigStore\b	const uint64_t revision = karma::common::config::ConfigStore::Revision();
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/imgui/console/panels/panel_settings.cpp	65	\b(?:karma::)?common::config::ConfigStore\b	if (!karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/rmlui/backend.cpp	478	\b(?:karma::)?common::config::ConfigStore\b	const uint64_t revision = karma::common::config::ConfigStore::Revision();
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-bz3/src/ui/frontends/rmlui/console/panels/panel_settings.cpp	936	\b(?:karma::)?common::config::ConfigStore\b	if (!karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/app/client/backend_resolution.cpp	116	\b(?:karma::)?common::config::ConfigStore\b	"if (const auto* value = common::config::ConfigStore::Get(""window.VideoDriver"")) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/app/shared/bootstrap_spec.cpp	29	\b(?:karma::)?common::config::ConfigStore\b	common::config::ConfigStore::Initialize(spec.config_specs, resolved_user_config_path);
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/app/shared/config_overrides.cpp	306	\b(?:karma::)?common::config::ConfigStore\b	"if (!common::config::ConfigStore::AddRuntimeLayer(""cli overrides"", overlay, {})) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/miniaudio/clip_cache.cpp	38	\b(?:karma::)?common::config::ConfigStore\b	if (karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/miniaudio/clip_cache.cpp	39	\b(?:karma::)?common::config::ConfigStore\b	const auto resolved = karma::common::config::ConfigStore::ResolveAssetPath(std::string(asset_path), {});
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/miniaudio/clip_cache.cpp	47	\b(?:karma::)?common::config::ConfigStore\b	const auto prefixed = karma::common::config::ConfigStore::ResolveAssetPath(prefixed_key, {});
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/sdl3audio/clip_cache.cpp	39	\b(?:karma::)?common::config::ConfigStore\b	if (karma::common::config::ConfigStore::Initialized()) {
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/sdl3audio/clip_cache.cpp	40	\b(?:karma::)?common::config::ConfigStore\b	const auto resolved = karma::common::config::ConfigStore::ResolveAssetPath(std::string(asset_path), {});
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/audio/backends/sdl3audio/clip_cache.cpp	48	\b(?:karma::)?common::config::ConfigStore\b	const auto prefixed = karma::common::config::ConfigStore::ResolveAssetPath(prefixed_key, {});
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/cli/server/runtime_options.cpp	87	\b(?:karma::)?common::config::ConfigStore\b	"if (!common::config::ConfigStore::AddRuntimeLayer(""server config overlay"", *overlay_json_opt, overlay_base_dir)) {"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/cli/server/runtime_options.cpp	91	\b(?:karma::)?common::config::ConfigStore\b	"const auto* overlay_layer = common::config::ConfigStore::LayerByLabel(""server config overlay"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/common/tests/config_store_named_api_test.cpp	78	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/common/tests/config_store_named_api_test.cpp	136	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/common/tests/config_store_named_api_test.cpp	156	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/network/client/auth/community_credentials.cpp	106	\b(?:karma::)?common::config::ConfigStore\b	"const auto* credentials = karma::common::config::ConfigStore::Get(""communityCredentials"");"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/physics/tests/parity/engine_sync_checks.cpp	204	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/physics/tests/parity/engine_sync_checks.cpp	269	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/physics/tests/parity/engine_sync_checks.cpp	320	\b(?:karma::)?common::config::ConfigStore\b	using karma::common::config::ConfigStore;
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/scene/scene_bootstrap.cpp	314	\b(?:karma::)?common::config::ConfigStore\b	"common::config::ConfigStore::ResolveAssetPath(""assets.models.world"", {});"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/scene/scene_bootstrap.cpp	316	\b(?:karma::)?common::config::ConfigStore\b	"const auto alt_models_world = common::config::ConfigStore::ResolveAssetPath(""models.world"", {});"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/scene/scene_bootstrap.cpp	317	\b(?:karma::)?common::config::ConfigStore\b	"const auto alt_world = common::config::ConfigStore::ResolveAssetPath(""world"", {});"
m-kconfig/include/kconfig/store.hpp	ConfigStore	karma::common::config::ConfigStore	m-karma/src/scene/scene_bootstrap.cpp	318	\b(?:karma::)?common::config::ConfigStore\b	"const auto* config_value = common::config::ConfigStore::Get(""assets.models.world"");"
m-kconfig/include/kconfig/validation.hpp	ValidationIssue	karma::common::config::ValidationIssue	m-karma/src/app/shared/runtime_identity.cpp	11	\b(?:karma::)?common::config::ValidationIssue\b	bool ReportRequiredConfigIssues(const std::vector<common::config::ValidationIssue>& issues, bool strict_config) {
