new_header	new_symbol	legacy_symbol	file	line	matched_pattern	text
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/network/server/auth/preauth.cpp	306	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"karma::common::config::ReadRequiredBoolConfig(""server.auth.communityAuth.CredentialFallbackUseRawPayload"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/scene/roaming_camera.cpp	36	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"config_.invert_y = common::config::ReadRequiredBoolConfig(""roamingMode.camera.roaming.InvertY"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/backends/rmlui/adapter.cpp	34	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"allow_fallback_ = common::config::ReadRequiredBoolConfig(""client.ui.overlay.rmlui.bridge.software.AllowFallback"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/backends/rmlui/stub.cpp	39	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"debug_overlay_ = common::config::ReadRequiredBoolConfig(""client.ui.overlay.rmlui.stub.DebugOverlay"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/backends/rmlui/stub.cpp	40	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"allow_fallback_ = common::config::ReadRequiredBoolConfig(""client.ui.overlay.rmlui.stub.AllowFallback"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/backends/software/core.cpp	49	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"enabled_ = common::config::ReadRequiredBoolConfig(""client.ui.overlay.fallback.Enabled"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/system.cpp	250	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"state.capture_input_enabled = common::config::ReadRequiredBoolConfig(""client.ui.CaptureInput"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredBoolConfig	ReadRequiredBoolConfig	m-karma/src/ui/system.cpp	251	\b(?:karma::)?common::config::ReadRequiredBoolConfig\s*\(	"state.overlay_fallback_enabled = common::config::ReadRequiredBoolConfig(""client.ui.overlay.fallback.Enabled"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatArrayConfig	ReadRequiredFloatArrayConfig	m-bz3/src/client/runtime/engine_config.cpp	14	\b(?:karma::)?common::config::ReadRequiredFloatArrayConfig\s*\(	const auto values = karma::common::config::ReadRequiredFloatArrayConfig(path);
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatArrayConfig	ReadRequiredFloatArrayConfig	m-bz3/src/client/runtime/engine_config.cpp	22	\b(?:karma::)?common::config::ReadRequiredFloatArrayConfig\s*\(	const auto values = karma::common::config::ReadRequiredFloatArrayConfig(path);
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatArrayConfig	ReadRequiredFloatArrayConfig	m-karma/src/scene/roaming_camera.cpp	17	\b(?:karma::)?common::config::ReadRequiredFloatArrayConfig\s*\(	const auto values = common::config::ReadRequiredFloatArrayConfig(path);
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	44	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.fovYDegrees"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	45	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config.default_camera.near_clip = karma::common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.nearClip"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	46	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config.default_camera.far_clip = karma::common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.farClip"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	50	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config.default_light.unlit = karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.unlit"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	54	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.strength"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	56	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.bias"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	58	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.receiverBiasScale"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	60	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.normalBiasScale"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	62	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.rasterDepthBias"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	64	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.rasterSlopeBias"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	66	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.extent"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	82	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.pointConstantBias"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	84	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.pointSlopeBiasScale"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	86	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.pointNormalBiasScale"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	88	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""roamingMode.graphics.lighting.shadows.pointReceiverBiasScale"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	89	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	config.default_light.shadow.local_light_distance_damping = karma::common::config::ReadRequiredFloatConfig(
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	91	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	config.default_light.shadow.local_light_range_falloff_exponent = karma::common::config::ReadRequiredFloatConfig(
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	95	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	config.default_light.shadow.local_light_directional_shadow_lift_strength = karma::common::config::ReadRequiredFloatConfig(
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	120	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config.simulation_fixed_hz = karma::common::config::ReadRequiredFloatConfig(""simulation.fixedHz"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/engine_config.cpp	121	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config.simulation_max_frame_dt = karma::common::config::ReadRequiredFloatConfig(""simulation.maxFrameDeltaTime"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	62	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.forwardSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	64	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.reverseSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	66	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.turnSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	68	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.jumpImpulse""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	70	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.gravity"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	72	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.maxFallSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	74	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.landingEpsilon""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	79	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.startX""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	80	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.startY""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	81	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.startZ""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	83	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.startYawDegrees"")"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	90	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"tank_model_scale_ = std::max(0.01f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.modelScale""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	92	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.modelYawOffsetDegrees"")"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	95	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraYawOffsetDegrees"")"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	109	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraHeight""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	112	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraDistance""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	114	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraForwardOffset""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	116	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(1.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraLookAhead""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	118	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(1.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.cameraSmoothRate""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	120	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(1.0f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.visualSmoothRate""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	122	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.simMaxStepSeconds""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/client/runtime/tank_entity.cpp	126	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.1f, karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.collisionRadius""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/config.cpp	28	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.simulation.FixedHz"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/config.cpp	30	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.simulation.MaxFrameDeltaTime"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	62	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"std::max(0.1f, karma::common::config::ReadRequiredFloatConfig(""server.gameplay.ShotLifetimeSeconds""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	73	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.physicsHitPilot.Epsilon""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	76	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.HitDamage""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	87	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.ricochet.NormalEpsilon""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	90	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.ricochet.PositionBias""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	93	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.ricochet.MinSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	113	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.physicsHitPilot.guard.MaxConservativeRatio""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	117	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.physicsHitPilot.guard.MaxAmbiguousRatio""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	121	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.physicsHitPilot.guard.MaxNonActorRatio""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	125	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""server.gameplay.shots.physicsHitPilot.guard.MaxInvalidQueryRatio""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	144	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	karma::common::config::ReadRequiredFloatConfig(
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/run.cpp	149	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	karma::common::config::ReadRequiredFloatConfig(
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/server_game.cpp	888	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""playerParameters.jumpSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/server_game.cpp	889	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"gravity_ = karma::common::config::ReadRequiredFloatConfig(""playerParameters.gravity"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/server_game.cpp	898	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.maxFallSpeed""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/server_game.cpp	900	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.authoritativeInputStepSeconds""),"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-bz3/src/server/runtime/server_game.cpp	905	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"karma::common::config::ReadRequiredFloatConfig(""gameplay.tank.groundedEpsilon""));"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	32	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config_.move_speed = common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.MoveSpeed"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	33	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config_.fast_multiplier = common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.FastMultiplier"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	34	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config_.look_sensitivity = common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.LookSensitivity"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	35	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"config_.look_smoothing = common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.LookSmoothing"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	38	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.StartYawOffsetDeg"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	40	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"common::config::ReadRequiredFloatConfig(""roamingMode.camera.roaming.StartPitchOffsetDeg"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	44	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"camera_.fov_y_degrees = common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.fovYDegrees"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	45	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"camera_.near_clip = common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.nearClip"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/scene/roaming_camera.cpp	46	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"camera_.far_clip = common::config::ReadRequiredFloatConfig(""roamingMode.camera.default.farClip"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/ui/backends/rmlui/adapter.cpp	31	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"distance_ = common::config::ReadRequiredFloatConfig(""client.ui.overlay.rmlui.bridge.software.Distance"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/ui/backends/rmlui/adapter.cpp	32	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"width_ = common::config::ReadRequiredFloatConfig(""client.ui.overlay.rmlui.bridge.software.WidthMeters"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredFloatConfig	ReadRequiredFloatConfig	m-karma/src/ui/backends/rmlui/adapter.cpp	33	\b(?:karma::)?common::config::ReadRequiredFloatConfig\s*\(	"height_ = common::config::ReadRequiredFloatConfig(""client.ui.overlay.rmlui.bridge.software.HeightMeters"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredNonEmptyStringConfig	ReadRequiredNonEmptyStringConfig	m-karma/src/network/community/heartbeat_client.cpp	138	\b(?:karma::)?common::config::ReadRequiredNonEmptyStringConfig\s*\(	"karma::common::config::ReadRequiredNonEmptyStringConfig(""server.community.heartbeat.Endpoint"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredNonEmptyStringConfig	ReadRequiredNonEmptyStringConfig	m-karma/src/network/community/heartbeat_client.cpp	140	\b(?:karma::)?common::config::ReadRequiredNonEmptyStringConfig\s*\(	"karma::common::config::ReadRequiredNonEmptyStringConfig(""server.community.heartbeat.PostFieldServer"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredNonEmptyStringConfig	ReadRequiredNonEmptyStringConfig	m-karma/src/network/community/heartbeat_client.cpp	142	\b(?:karma::)?common::config::ReadRequiredNonEmptyStringConfig\s*\(	"karma::common::config::ReadRequiredNonEmptyStringConfig(""server.community.heartbeat.PostFieldPlayers"");"
m-kconfig/include/kconfig/helpers.hpp	ReadRequiredNonEmptyStringConfig	ReadRequiredNonEmptyStringConfig	m-karma/src/network/community/heartbeat_client.cpp	144	\b(?:karma::)?common::config::ReadRequiredNonEmptyStringConfig\s*\(	"karma::common::config::ReadRequiredNonEmptyStringConfig(""server.community.heartbeat.PostFieldMax"");"
